success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,PROLIFIC_PID,ID,view_history,rt,stimulus,response,typeoftrial,sentence,novel1,novel2,correct,cue,target,prime,type,relatedness,correct_key,block_number,age,gender,education,question_order,race,hispanic,dominant_hand,alert_time,english
,,,,,survey-text,37,118203,0.0-2.0-2.0-1.5,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,2502,,money,association,,,,,fash,,,,,,,,,,,,,,,
,,,,,instructions,38,122326,0.0-2.0-3.0,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,"[{""page_index"":0,""viewing_time"":2318},{""page_index"":1,""viewing_time"":1804}]",4122,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,39,124034,0.0-2.0-4.0-0.0,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1707,There are people who prefer fash cash.," ",sentence,There are people who prefer fash cash.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,40,125594,0.0-2.0-4.0-0.1,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1559,I hadn't seen fash cash for hours.," ",sentence,I hadn't seen fash cash for hours.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,41,126746,0.0-2.0-4.0-0.2,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1151,I have a picture of a fash cash.," ",sentence,I have a picture of a fash cash.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,42,128795,0.0-2.0-4.0-0.3,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,2048,Maybe I would prefer a zock rock.," ",sentence,Maybe I would prefer a zock rock.,zock,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,43,129914,0.0-2.0-4.0-0.4,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1119,I would love to see fash cash.," ",sentence,I would love to see fash cash.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,44,133188,0.0-2.0-4.0-0.5,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,3273,Everybody I met in Zimziland would love to have a zock rock.," ",sentence,Everybody I met in Zimziland would love to have a zock rock.,zock,Zimziland,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,45,135130,0.0-2.0-4.0-0.6,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1942,"There is no doubt, fash cash is the best!"," ",sentence,"There is no doubt, fash cash is the best!",fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,46,136842,0.0-2.0-4.0-0.7,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1711,"On the eleventh day of my trip, I found fash cash."," ",sentence,"On the eleventh day of my trip, I found fash cash.",fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,47,138202,0.0-2.0-4.0-0.8,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1360,One lady offered me a zock rock.," ",sentence,One lady offered me a zock rock.,zock,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,survey-text,48,143697,0.0-2.0-4.0-1.8-0.8,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,5493,,"zock ",attention,,zock,NOT_FOUND,0,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,49,145218,0.0-2.0-4.0-0.9,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1520,You never know with fash cash.," ",sentence,You never know with fash cash.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,50,146586,0.0-2.0-4.0-0.10,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1367,I would really love to have a zock rock.," ",sentence,I would really love to have a zock rock.,zock,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,51,147619,0.0-2.0-4.0-0.11,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1032,My sister doesn't like to have a zock rock.," ",sentence,My sister doesn't like to have a zock rock.,zock,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,52,148754,0.0-2.0-4.0-0.12,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1135,"As soon as I arrived, I noticed a zock rock."," ",sentence,"As soon as I arrived, I noticed a zock rock.",zock,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,53,150083,0.0-2.0-4.0-0.13,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,1328,I went to Zimziland because I heard you can get a zock rock  there.," ",sentence,I went to Zimziland because I heard you can get a zock rock  there.,zock,Zimziland,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,54,150898,0.0-2.0-4.0-0.14,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,815,I only found fash cash.," ",sentence,I only found fash cash.,fash,NOT_FOUND,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,55,151690,0.0-2.0-4.0-0.15,1,2,2024-11-14 15:50:30,c57ef2a061322e91a272365c82d9e91a,185.156.245.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0",WebKit,Edge,130.0.0.0,Windows,10.0,https://l19rbff638.cognition.run/?PROLIFIC_PID=5aa297fe1ade740001b94bb7,"en-GB,en;q=0.9,en-US;q=0.8",5aa297fe1ade740001b94bb7,799955869,,791,"In the end, I decided I'd go looking for a zock rock."," ",sentence,"In the end, I decided I'd go looking for a zock rock.",zock,NOT_FOUND,,,,,,,,,,,,,,,,,
